date,coal_price_usd,nickel_price_usd,usd_idr,coal_price_idr,nickel_price_idr,year,month,month_name
2009-11-01,82.2653061224489,16911.33333333333,9439.28571428571,776525.7288629727,159630907.14285702,2009,11,Nov
2009-12-01,86.3596938775509,17121.61904761905,9446.39130434783,815787.4612910373,161737513.28778476,2009,12,Dec
2010-01-01,100.14375,18405.55,9270.0,928332.5625,170619448.5,2010,1,Jan
2010-02-01,98.1589285714284,19060.55,9326.25,915454.7075892842,177763454.4375,2010,2,Feb
2010-03-01,100.099378881987,22467.17391304348,9161.08695652174,917019.1142316988,205823733.8846881,2010,3,Mar
2010-04-01,104.9625,26028.5,9026.31818181818,947424.9221590908,234941522.7954545,2010,4,Apr
2010-05-01,107.93515037594,21930.0,9160.2380952381,988711.6762889386,200884021.42857155,2010,5,May
2010-06-01,104.483766233766,19411.29545454545,9130.63636363636,954003.2753837048,177237480.14256185,2010,6,Jun
2010-07-01,102.861525974026,19548.522727272728,9034.59090909091,929311.8074601537,176612905.71797523,2010,7,Jul
2010-08-01,96.8469387755101,21448.785714285717,8968.54545454545,868576.1725417426,192364409.62337655,2010,8,Aug
2010-09-01,100.117207792208,22690.13636363636,8975.54545454545,898606.5493211349,203656350.30165276,2010,9,Sep
2010-10-01,103.207142857143,23793.67857142857,8924.57142857143,921079.5183673482,212348383.95918366,2010,10,Oct
2010-11-01,112.583766233766,22836.227272727272,8939.31818181818,1006422.108471072,204140301.6632231,2010,11,Nov
2010-12-01,123.785714285714,24099.57142857143,9019.21739130435,1116450.2670807429,217359273.75155288,2010,12,Dec
2011-01-01,140.993571428571,25621.225,9030.52380952381,1273245.803775506,231373082.39166665,2011,1,Jan
2011-02-01,134.624464285714,28412.175,8913.55,1199981.8936339258,253253342.47124997,2011,2,Feb
2011-03-01,135.971273291925,26710.34782608696,8756.73913043478,1190664.9694504412,233895547.99621925,2011,3,Mar
2011-04-01,131.525595238095,26332.16666666667,8645.71428571429,1137132.7176870734,227660389.52380967,2011,4,Apr
2011-05-01,127.962857142857,24164.55,8555.40909090909,1094774.5912987,206737610.74772725,2011,5,May
2011-06-01,128.362012987013,22420.93181818182,8559.27272727273,1098685.4769775684,191906870.23140502,2011,6,Jun
2011-07-01,128.989285714286,23847.952380952385,8526.57142857143,1099836.3581632678,203341269.4013606,2011,7,Jul
2011-08-01,127.462012987013,21864.68181818182,8521.26086956522,1086137.0636222477,186314657.60276687,2011,8,Aug
2011-09-01,130.561850649351,20377.59090909091,8717.59090909091,1138184.8022948673,177643501.2582645,2011,9,Sep
2011-10-01,127.912755102041,19039.047619047615,8861.7619047619,1133532.3802964052,168719506.8934239,2011,10,Oct
2011-11-01,122.745292207792,17873.0,8994.04545454545,1103976.7374483447,160750574.40909085,2011,11,Nov
2011-12-01,118.176428571428,18246.0375,9047.72727272727,1069228.0957792155,165085171.10795447,2011,12,Dec
2012-01-01,123.085714285714,19908.61904761905,9043.63636363636,1113142.4415584386,180046311.1688311,2012,1,Jan
2012-02-01,124.966836734694,20393.66666666667,8989.7619047619,1123422.108236152,183334207.69841263,2012,2,Feb
2012-03-01,114.150974025974,18660.80681818182,9134.5,1042712.0722402595,170457139.88068184,2012,3,Mar
2012-04-01,110.353759398496,17892.81578947368,9158.2380952381,1010646.0032760457,163866667.19423565,2012,4,Apr
2012-05-01,103.81948051948,16968.31818181818,9245.5652173913,959869.777978538,156881692.37944657,2012,5,May
2012-06-01,92.7546992481201,16603.68421052632,9397.61904761905,871673.3284103099,156035098.9974938,2012,6,Jun
2012-07-01,91.3641233766233,16128.40909090909,9427.77272727273,861360.19062131,152054975.36157027,2012,7,Jul
2012-08-01,93.456331168831,15703.98863636364,9486.65217391304,886587.7072487277,148978277.9362648,2012,8,Aug
2012-09-01,93.181607142857,17287.9625,9546.5,889558.2125892844,165039534.00625002,2012,9,Sep
2012-10-01,86.885403726708,17168.73913043478,9588.73913043478,833121.4705779089,164626560.7202268,2012,10,Oct
2012-11-01,87.2196428571427,16335.36363636364,9612.68181818182,838414.6750811675,157026653.0206612,2012,11,Nov
2012-12-01,96.0761278195487,17448.5,9629.28571428571,925144.4850966682,168016591.7857142,2012,12,Dec
2013-01-01,96.9521103896102,17494.06818181818,9644.65217391304,935069.3822346111,168724202.72035566,2013,1,Jan
2013-02-01,100.347321428571,17690.1,9677.35,971096.1510267815,171193289.23499998,2013,2,Feb
2013-03-01,97.3167857142855,16731.7,9706.09523809524,944565.9904081614,162399473.69523814,2013,3,Mar
2013-04-01,93.233163265306,15629.30952380952,9720.45454545455,906268.7256493499,151923992.8030303,2013,4,Apr
2013-05-01,93.1260204081631,14948.226190476193,9755.33333333333,908475.3710884334,145824929.23015872,2013,5,May
2013-06-01,89.6426785714284,14280.275,9877.8,885472.4503928554,141057700.39499998,2013,6,Jun
2013-07-01,82.222360248447,13750.3152173913,10073.3913043478,828258.0087496584,138512305.74291077,2013,7,Jul
2013-08-01,82.2214285714284,14308.2619047619,10520.7727272727,865032.9633116843,150533971.62229392,2013,8,Aug
2013-09-01,83.2959183673468,13801.39285714286,11346.2380952381,945095.3221574333,156593889.40306133,2013,9,Sep
2013-10-01,85.4436335403726,14117.65217391304,11376.3043478261,972032.7797394008,160606707.80718353,2013,10,Oct
2013-11-01,88.3632653061223,13684.0119047619,11602.4285714286,1025228.4740524789,158767770.69557855,2013,11,Nov
2013-12-01,89.4444642857142,13924.55,12098.7272727273,1082164.1794480532,168469332.8454549,2013,12,Dec
2014-01-01,87.9735389610388,14101.25,12176.3043478261,1071192.5849449455,171701111.6847828,2014,1,Jan
2014-02-01,83.0276785714285,14203.55,11935.1,990943.6465178563,169520789.605,2014,2,Feb
2014-03-01,79.7530612244897,15678.09523809524,11425.9523809524,911254.6797862006,179137169.6145128,2014,3,Mar
2014-04-01,78.5207142857142,17373.6,11429.1818181818,897427.5200649328,198566033.2363633,2014,4,Apr
2014-05-01,78.8346428571427,19401.075,11533.2727272727,909221.4364285675,223757889.17727223,2014,5,May
2014-06-01,77.348469387755,18628.80952380952,11892.619047619,919875.8803449903,221545334.97732332,2014,6,Jun
2014-07-01,74.0380434782607,19117.65217391304,11669.9130434783,864017.529300568,223101338.46502906,2014,7,Jul
2014-08-01,74.2483928571428,18600.2,11706.6666666667,869201.1857142876,217746341.33333397,2014,8,Aug
2014-09-01,71.5256493506492,18034.79545454545,11890.7727272727,850495.2405991699,214447653.9328507,2014,9,Sep
2014-10-01,68.9846273291924,15812.36956521739,12144.8695652174,837809.3009181733,192039165.88657856,2014,10,Oct
2014-11-01,67.3307142857142,15807.05,12158.3,818627.0234999988,192186856.015,2014,11,Nov
2014-12-01,67.1622448979591,15962.04761904762,12433.1739130435,835039.871206744,198458914.055901,2014,12,Dec
2015-01-01,64.7163265306122,14849.19047619048,12572.7727272727,813663.6652133559,186695497.0411252,2015,1,Jan
2015-02-01,70.659107142857,14573.8375,12752.55,901083.796794641,185853591.41062498,2015,2,Feb
2015-03-01,68.3449675324675,13755.5,13066.8181818182,893051.264389021,179740617.50000024,2015,3,Mar
2015-04-01,61.1978571428571,12830.925,12950.1363636364,792520.5951623394,166162228.42159137,2015,4,Apr
2015-05-01,65.6712406015037,13511.34210526316,13133.0952380952,862466.6572234124,177445742.6629068,2015,5,May
2015-06-01,63.1047077922077,12825.22727272727,13309.4545454545,839889.2399645768,170696779.421487,2015,6,Jun
2015-07-01,64.4832298136645,11413.09782608696,13366.8260869565,861936.1184445017,152556893.7547257,2015,7,Jul
2015-08-01,63.3932142857142,10386.0,13780.8571428571,873612.8298979553,143127982.28571382,2015,8,Aug
2015-09-01,61.7654220779219,9937.545454545456,14406.4090909091,889817.9381272116,143164345.17768607,2015,9,Sep
2015-10-01,57.3306818181817,10316.82954545455,13785.0,790303.4488636347,142217495.28409097,2015,10,Oct
2015-11-01,55.7780612244897,9244.333333333332,13672.5714285714,762629.5262390642,126393807.80952354,2015,11,Nov
2015-12-01,55.8658163265305,8707.785714285714,13836.2173913043,772971.5794365531,120482816.13975114,2015,12,Dec
2016-01-01,53.4289285714285,8507.2875,13884.5714285714,741837.7751020383,118120040.95714262,2016,1,Jan
2016-02-01,53.7816326530611,8298.5,13522.2380952381,727248.0418853242,112214292.83333337,2016,2,Feb
2016-03-01,55.4352040816325,8717.25,13192.7826086957,731344.5963176581,115004784.19565259,2016,3,Mar
2016-04-01,54.6586734693876,8878.857142857143,13179.8571428571,720393.507944602,117022068.7346935,2016,4,Apr
2016-05-01,54.5271428571427,8660.35,13403.8636363636,730874.3873376582,116082150.4431815,2016,5,May
2016-06-01,56.2285714285713,8928.352272727274,13355.0454545455,750935.1272727281,119238550.43646736,2016,6,Jun
2016-07-01,64.4183673469387,10262.85714285714,13128.9523809524,845745.6773566571,134740562.7210886,2016,7,Jul
2016-08-01,71.3269480519479,10335.98863636364,13161.8695652174,938795.9867447754,136040934.25938746,2016,8,Aug
2016-09-01,76.3738636363635,10191.78409090909,13116.9090909091,1001789.0262396683,133684705.39462817,2016,9,Sep
2016-10-01,96.2397959183672,10259.7380952381,13017.2380952381,1252776.3377065097,133553453.580499,2016,10,Oct
2016-11-01,111.428084415584,11128.90909090909,13310.5,1483163.5176136307,148131344.45454544,2016,11,Nov
2016-12-01,93.1344642857141,10972.275,13417.5909090909,1249640.1413230486,147221497.29204535,2016,12,Dec
2017-01-01,91.4244897959182,9971.464285714286,13362.2272727273,1221634.810946197,133240972.02759768,2017,1,Jan
2017-02-01,85.9692857142856,10643.3,13340.3,1146856.0622142842,141984814.98999998,2017,2,Feb
2017-03-01,86.3338509316768,10204.66304347826,13344.1304347826,1152050.1677693727,136172354.6951795,2017,3,Mar
2017-04-01,90.1107142857141,9609.277777777776,13304.95,1198918.5480357117,127850960.36944441,2017,4,Apr
2017-05-01,80.1183673469386,9155.119047619048,13324.5652173913,1067542.410825197,121987980.82298133,2017,5,May
2017-06-01,85.6733766233764,8931.761363636364,13304.0,1139798.6025973996,118828153.18181819,2017,6,Jun
2017-07-01,90.7739795918366,9491.392857142857,13342.0952380952,1211115.080855194,126635067.4421765,2017,7,Jul
2017-08-01,102.772402597402,10889.97727272727,13343.2173913043,1371314.5096837818,145307334.1363631,2017,8,Aug
2017-09-01,104.775,11215.78571428571,13304.1428571429,1393941.5678571474,149216415.39795962,2017,9,Sep
2017-10-01,103.249675324675,11335.77272727273,13526.0,1396555.108441554,153327661.90909094,2017,10,Oct
2017-11-01,102.487012987013,11972.0,13527.3636363636,1386379.0926800438,161949597.45454502,2017,11,Nov
2017-12-01,105.968796992481,11495.10526315789,13554.7619047619,1436381.8125671288,155813414.91228056,2017,12,Dec
2018-01-01,111.93262987013,12864.875,13387.652173913,1498515.1156126452,172230471.760869,2018,1,Jan
2018-02-01,111.477321428571,13595.875,13589.05,1514870.8947589227,184755025.16875,2018,2,Feb
2018-03-01,105.72806122449,13392.5,13758.1818181818,1454625.8896103906,184256449.99999976,2018,3,Mar
2018-04-01,99.2233928571427,13938.1,13802.9523809524,1369575.7666836733,192386930.58095264,2018,4,Apr
2018-05-01,109.375,14366.4880952381,14052.6086956522,1537004.0760869593,201886635.53312674,2018,5,May
2018-06-01,121.524489795918,15105.65476190476,13993.7619047619,1700584.7758017434,211384936.153628,2018,6,Jun
2018-07-01,125.085876623376,13793.86363636364,14414.5,1803050.3685876534,198831647.3863637,2018,7,Jul
2018-08-01,123.734902597402,13411.35227272727,14562.7826086957,1801924.487634102,195306607.63636422,2018,8,Aug
2018-09-01,122.229107142857,12510.35,14867.05,1817186.2473482122,185991998.9675,2018,9,Sep
2018-10-01,114.762111801242,12314.91304347826,15178.8695652174,1741959.1260599487,186926458.79395095,2018,10,Oct
2018-11-01,107.552922077922,11239.71590909091,14691.8181818182,1580147.9760920906,165131862.55165312,2018,11,Nov
2018-12-01,106.143609022556,10835.07894736842,14495.3333333333,1538586.9939849533,157058081.03508735,2018,12,Dec
2019-01-01,105.401298701298,11523.09090909091,14176.9565217391,1494269.6290231375,163362358.8142289,2019,1,Jan
2019-02-01,101.357142857143,12685.225,14032.25,1422268.7678571448,178002248.50625,2019,2,Feb
2019-03-01,99.6698979591835,13026.273809523807,14207.0952380952,1416019.7326773505,185065512.6094099,2019,3,Mar
2019-04-01,88.7646428571427,12772.7875,14137.6363636364,1254922.2426623388,180577025.02500048,2019,4,Apr
2019-05-01,89.5642857142855,12016.30952380952,14386.1304347826,1288483.496583847,172868196.15424415,2019,5,May
2019-06-01,77.6298214285713,11943.9375,14266.15,1107478.6769732125,170394003.965625,2019,6,Jun
2019-07-01,77.8458074534159,13546.30434782609,14043.9130434783,1093259.7506751278,190243120.32136163,2019,7,Jul
2019-08-01,69.7392857142855,15748.64285714286,14242.0454545455,993230.0771103897,224292887.4188319,2019,8,Aug
2019-09-01,66.9586734693876,17656.88095238095,14111.0952380952,944860.2183430468,249157928.72675666,2019,9,Sep
2019-10-01,69.1942546583849,17046.21739130435,14117.5652173913,976854.4028085307,240651085.731569,2019,10,Oct
2019-11-01,69.7290816326529,15171.80952380952,14068.7142857143,980998.5268950426,213447853.38775527,2019,11,Nov
2019-12-01,70.4646428571427,13829.425,14013.8636363636,987481.8961850603,193803676.11931765,2019,12,Dec
2020-01-01,72.10616883,13506.86363636364,13739.5652173913,990707.4092160128,185578433.81422925,2020,1,Jan
2020-02-01,71.05017857,12715.55,13776.15,978797.9175071055,175171324.1325,2020,2,Feb
2020-03-01,70.20487013,11846.22727272727,15253.2727272727,1070854.030875651,180693735.38016492,2020,3,Mar
2020-04-01,64.62,11804.0095,15884.4090909091,1026450.5154545461,187499715.81097737,2020,4,Apr
2020-05-01,54.14830827,12179.60526315789,14911.3333333333,807423.4740500582,181614153.94736794,2020,5,May
2020-06-01,55.00275974,12727.15227272727,14220.3636363636,782159.2445063398,180984733.37355322,2020,6,Jun
2020-07-01,51.67220497,13402.30391304348,14585.4782608696,753663.8222811332,195479012.36926326,2020,7,Jul
2020-08-01,51.3825,14575.78285714286,14739.5238095238,757353.5821428567,214840098.465306,2020,8,Aug
2020-09-01,52.00568182,14857.48863636364,14847.9545454545,772177.9997687294,220603315.9323341,2020,9,Sep
2020-10-01,58.06948052,15239.36363636364,14749.1363636364,856474.6867550076,224767452.3677692,2020,10,Oct
2020-11-01,62.94642857,15807.73333333333,14236.8095238095,896156.3137551704,225051688.46984082,2020,11,Nov
2020-12-01,80.58979592,16823.03857142857,14173.0869565217,1142206.1853824977,238434388.5457757,2020,12,Dec
2021-01-01,90.99535714,17863.176,14063.9523809524,1279754.3697047168,251226856.63657176,2021,1,Jan
2021-02-01,92.48571429,18584.38,14042.1,1298693.648631609,260963722.39800003,2021,2,Feb
2021-03-01,95.23090062,16406.66043478261,14417.3913043478,1372981.1585039976,236541243.4858219,2021,3,Mar
2021-04-01,97.84767857,16521.25,14558.1818181818,1424484.2951090708,240519361.36363605,2021,4,Apr
2021-05-01,104.2071429,17602.1025,14323.1904761905,1492578.7567363025,252118266.888929,2021,5,May
2021-06-01,132.1529221,17979.56590909091,14338.2272727273,1894838.6318248264,257795102.2695253,2021,6,Jun
2021-07-01,153.1982143,18818.51136363636,14511.4545454545,2223128.9232592476,273083972.266528,2021,7,Jul
2021-08-01,173.5683673,19141.296666666676,14396.3636363636,2498753.331420721,275565067.2848479,2021,8,Aug
2021-09-01,188.1228896,19376.875,14256.9545454545,2682059.485986755,276255226.10795367,2021,9,Sep
2021-10-01,240.7321429,19362.392857142855,14193.5714285714,3416848.8654042077,274821506.0459178,2021,10,Oct
2021-11-01,177.8016234,19932.863181818175,14263.5,2536073.4553659,284312393.9938635,2021,11,Nov
2021-12-01,181.4739796,20015.548571428568,14328.9130434783,2600324.8733423552,286801054.9975163,2021,12,Dec
2022-01-01,231.7601786,22355.4,14335.2380952381,3322337.341225906,320469981.71428585,2022,1,Jan
2022-02-01,272.4867857,24015.55,14353.55,3911152.7028842345,344708397.7025,2022,2,Feb
2022-03-01,353.440528,33924.17647058824,14348.6956521739,5071410.567415647,486767683.42710954,2022,3,Mar
2022-04-01,334.7182331,33133.80952380952,14370.619047619,4810108.216172237,476153354.2630369,2022,4,Apr
2022-05-01,418.4938776,28228.886818181825,14565.8181818182,6095705.73132568,411176832.86876094,2022,5,May
2022-06-01,427.425,25877.06818181818,14682.0,6275453.850000001,379927115.0454545,2022,6,Jun
2022-07-01,433.6265306,21481.892857142855,14984.380952381,6497625.1255696975,321892866.1496608,2022,7,Jul
2022-08-01,447.4475649,22034.89130434783,14845.2608695652,6642475.8263922045,327113709.64555734,2022,8,Aug
2022-09-01,467.7836735,22773.96636363636,14971.7727272727,7003550.845170738,340966648.4949167,2022,9,Sep
2022-10-01,426.9091837,22032.892857142855,15417.4761904762,6581862.175190381,339691601.0323131,2022,10,Oct
2022-11-01,368.2582792,25562.697727272727,15658.7272727273,5766455.959916664,400279312.06652963,2022,11,Nov
2022-12-01,427.6869643,28985.92045454545,15615.0,6678331.9475445,452615147.8977272,2022,12,Dec
2023-01-01,404.5352041,28271.490909090917,15286.9545454545,6184111.277112859,432184996.459503,2023,1,Jan
2023-02-01,244.2053571,26727.95,15126.0,3693850.2314946,404286971.7,2023,2,Feb
2023-03-01,195.9992236,23288.60826086957,15306.9130434783,3000143.0722344597,356476701.5527609,2023,3,Mar
2023-04-01,200.6761905,23770.7995,14846.6,2979359.1298773,352915551.8567,2023,4,Apr
2023-05-01,179.2623214,22134.78260869565,14808.2173913043,2654555.425361061,327776672.7788269,2023,5,May
2023-06-01,138.6316558,21233.278181818176,14948.1818181818,2072291.1966539975,317398902.85785073,2023,6,Jun
2023-07-01,141.0295918,21091.2619047619,15038.1904761905,2120829.864267794,317174413.9070299,2023,7,Jul
2023-08-01,152.7925325,20446.35826086957,15249.5217391304,2330013.045935538,311797184.7851789,2023,8,Aug
2023-09-01,168.4790816,19644.642857142855,15359.4285714286,2587742.4196150904,301730488.7755107,2023,9,Sep
2023-10-01,150.7383117,18264.035454545447,15741.2272727273,2372806.0231769085,287498333.0071491,2023,10,Oct
2023-11-01,132.1193182,17027.36363636364,15617.4090909091,2063361.441141392,265923303.64876053,2023,11,Nov
2023-12-01,149.362218,16443.52380952381,15515.2380952381,2317390.3747028583,255125187.02947855,2023,12,Dec
2024-01-01,140.8178571,16111.66695652174,15602.347826087,2197089.1865984146,251379831.91372472,2024,1,Jan
2024-02-01,128.7005102,16338.46428571429,15669.3333333333,2016651.1944938623,256012843.04761857,2024,2,Feb
2024-03-01,137.7032143,17397.36047619048,15705.5238095238,2162701.1108366083,273234659.1816779,2024,3,Mar
2024-04-01,137.4953571,18132.364090909086,16047.3636363636,2206437.9936953676,290976640.1537596,2024,4,Apr
2024-05-01,148.0060714,19576.54652173913,16083.3043478261,2380426.6916522803,314855555.78850687,2024,5,May
2024-06-01,143.5092857,17498.0075,16325.05,2342796.264516785,285655847.337875,2024,6,Jun
2024-07-01,141.9942857,16334.8752173913,16261.652173913,2309061.6847366286,265632059.08948883,2024,7,Jul
2024-08-01,151.635,16303.287727272727,15793.1818181818,2394799.124999997,257480787.3109501,2024,8,Aug
2024-09-01,148.7432143,16167.67761904762,15345.0476190476,2282471.706443702,248093782.95369583,2024,9,Sep
2024-10-01,153.2175,16765.80347826087,15541.347826087,2381206.460543485,260563183.43947142,2024,10,Oct
2024-11-01,150.57,15726.94761904762,15814.8095238095,2381235.8699999964,248718680.98616743,2024,11,Nov
2024-12-01,140.2242857,15438.65636363636,16035.8181818182,2248611.1501605297,247571486.4188432,2024,12,Dec
2025-01-01,125.3228571,15374.06086956522,16259.4782608696,2037684.2706075173,249974208.48998168,2025,1,Jan
2025-02-01,113.1739286,15287.031,16337.9,1849024.32807394,249757983.77490002,2025,2,Feb
2025-03-01,104.7685714,16048.2019047619,16468.7142857143,1725403.6685090587,264293251.96897975,2025,3,Mar
2025-04-01,101.1428571,15146.00227272727,16768.4090909091,1696004.8044761599,253974362.20092982,2025,4,Apr
2025-05-01,104.0378571,15350.40318181818,16444.6818181818,1710869.4570549664,252432496.1058055,2025,5,May
2025-06-01,110.1385714,15003.10761904762,16309.1428571429,1796265.6950442335,244687825.4601367,2025,6,Jun
2025-07-01,116.2992857,15034.01869565217,16276.4347826087,1892937.7389600265,244700224.82030246,2025,7,Jul
2025-08-01,119.2135714,14948.056666666667,16299.2857142857,1943096.0612689983,243642646.4833331,2025,8,Aug
2025-09-01,112.5342857,15103.18363636364,16508.1818181818,1857736.4491148163,249326101.50247914,2025,9,Sep
2025-10-01,111.4982143,15092.114347826087,16607.347826087,1851689.6268676873,250639992.405426,2025,10,Oct
2025-11-01,115.4367857,14670.7685,16703.05,1928146.403386385,245046579.793925,2025,11,Nov
2025-12-01,115.6842857,14879.03,16707.1304347826,1932752.4504445556,248585894.95304337,2025,12,Dec
2026-01-01,115.815,17710.86363636364,16827.9545454545,1948929.555681813,298037608.2334703,2026,1,Jan
2026-02-01,122.2092857,17173.1035,16825.7,2056256.77840249,288949487.55995005,2026,2,Feb
2026-03-01,140.0560714,17076.29272727273,16929.3636363636,2371060.1622111043,289090769.14099115,2026,3,Mar
2026-04-01,142.11,17864.91636363636,17134.4545454545,2434977.3354545394,306105597.3910735,2026,4,Apr
2026-05-01,141.4532143,18879.234615384616,17134.4545454545,2423723.670731785,323485387.3702789,2026,5,May
